Ensembl.Gene.ID	Chimpanzee.Ensembl.Gene.ID	Gibbon.Ensembl.Gene.ID	Gorilla.Ensembl.Gene.ID	Marmoset.Ensembl.Gene.ID	Olive.baboon.Ensembl.Gene.ID	Orangutan.Ensembl.Gene.ID	Vervet.AGM.Ensembl.Gene.ID	Macaque.Ensembl.Gene.ID
ENSG00000153879	ENSPTRG00000010808	ENSNLEG00000018562	ENSGGOG00000012138	ENSCJAG00000035363	ENSPANG00000016413	ENSPPYG00000009828	ENSCSAG00000018517	ENSMMUG00000006127
ENSG00000153885	ENSPTRG00000010811	ENSNLEG00000011708	ENSGGOG00000009581	ENSCJAG00000010352	ENSPANG00000012956	ENSPPYG00000009831	ENSCSAG00000004669	ENSMMUG00000011319
ENSG00000153898	ENSPTRG00000000908	ENSNLEG00000009988	ENSGGOG00000012178	ENSCJAG00000006843	ENSPANG00000000768	ENSPPYG00000001199	ENSCSAG00000001422	ENSMMUG00000015403
ENSG00000153904	ENSPTRG00000000915	ENSNLEG00000010030	ENSGGOG00000010048	ENSCJAG00000007011	ENSPANG00000022727	ENSPPYG00000001193	ENSCSAG00000001428	ENSMMUG00000014573
ENSG00000153914	ENSPTRG00000016936	ENSNLEG00000003827	ENSGGOG00000004737	ENSCJAG00000015950	ENSPANG00000008953	ENSPPYG00000015515	ENSCSAG00000015908	ENSMMUG00000014586
ENSG00000153922	ENSPTRG00000017103	ENSNLEG00000014493	ENSGGOG00000011463	ENSCJAG00000009559	ENSPANG00000006387	ENSPPYG00000015659	ENSCSAG00000015339	ENSMMUG00000014090
ENSG00000153930	ENSPTRG00000009428	ENSNLEG00000008001	ENSGGOG00000005100	ENSCJAG00000011229	ENSPANG00000022322	ENSPPYG00000008253	ENSCSAG00000005580	ENSMMUG00000005793
ENSG00000153933	ENSPTRG00000009431	ENSNLEG00000008013	ENSGGOG00000011783	ENSCJAG00000013909	ENSPANG00000022328	ENSPPYG00000008250	ENSCSAG00000005587	ENSMMUG00000005789
ENSG00000153944	ENSPTRG00000009437	ENSNLEG00000008059	ENSGGOG00000013182	ENSCJAG00000013998	ENSPANG00000022319	ENSPPYG00000008244	ENSCSAG00000005633	ENSMMUG00000002069
ENSG00000153956	ENSPTRG00000019350	ENSNLEG00000014802	ENSGGOG00000027366	ENSCJAG00000003397	ENSPANG00000011058	ENSPPYG00000017859	ENSCSAG00000012160	ENSMMUG00000018655
ENSG00000153975	ENSPTRG00000018536	ENSNLEG00000013173	ENSGGOG00000016798	ENSCJAG00000004437	ENSPANG00000021725	ENSPPYG00000016956	ENSCSAG00000015785	ENSMMUG00000001806
ENSG00000153982	ENSPTRG00000009467	ENSNLEG00000008557	ENSGGOG00000003001	ENSCJAG00000035998	ENSPANG00000022263	ENSPPYG00000008223	ENSCSAG00000005854	ENSMMUG00000003393
ENSG00000153993	ENSPTRG00000019357	ENSNLEG00000014879	ENSGGOG00000012626	ENSCJAG00000003522	ENSPANG00000010212	ENSPPYG00000017852	ENSCSAG00000012311	ENSMMUG00000021730
ENSG00000154007	ENSPTRG00000000874	ENSNLEG00000009629	ENSGGOG00000003221	ENSCJAG00000006817	ENSPANG00000022782	ENSPPYG00000001228	ENSCSAG00000001393	ENSMMUG00000018695
ENSG00000154025	ENSPTRG00000008861	ENSNLEG00000013174	ENSGGOG00000012713	ENSCJAG00000001107	ENSPANG00000023654	ENSPPYG00000008056	ENSCSAG00000007956	ENSMMUG00000005325
ENSG00000154027	ENSPTRG00000000880	ENSNLEG00000009654	ENSGGOG00000014497	ENSCJAG00000006856	ENSPANG00000017674	ENSPPYG00000001224	ENSCSAG00000001397	ENSMMUG00000020218
ENSG00000154059	ENSPTRG00000009927	ENSNLEG00000006582	ENSGGOG00000005261	ENSCJAG00000020674	ENSPANG00000008356	ENSPPYG00000009071	ENSCSAG00000017798	ENSMMUG00000004664
ENSG00000154065	ENSPTRG00000009921	ENSNLEG00000006727	ENSGGOG00000005123	ENSCJAG00000020590	ENSPANG00000005578	ENSPPYG00000009065	ENSCSAG00000017699	ENSMMUG00000020328
ENSG00000154079	ENSPTRG00000018331	ENSNLEG00000000917	ENSGGOG00000003604	ENSCJAG00000003698	ENSPANG00000024246	ENSPPYG00000016761	ENSCSAG00000013870	ENSMMUG00000009062
ENSG00000154080	ENSPTRG00000009938	ENSNLEG00000006536	ENSGGOG00000025951	ENSCJAG00000020745	ENSPANG00000020899	ENSPPYG00000009080	ENSCSAG00000017818	ENSMMUG00000011801
ENSG00000154096	ENSPTRG00000004385	ENSNLEG00000007398	ENSGGOG00000011554	ENSCJAG00000014121	ENSPANG00000014882	ENSPPYG00000003967	ENSCSAG00000002488	ENSMMUG00000008923
ENSG00000154099	ENSPTRG00000008410	ENSNLEG00000010993	ENSGGOG00000000941	ENSCJAG00000003933	ENSPANG00000025135	ENSPPYG00000007599	ENSCSAG00000003365	ENSMMUG00000008568
ENSG00000154102	ENSPTRG00000008431	ENSNLEG00000011399	ENSGGOG00000009075	ENSCJAG00000017308	ENSPANG00000018843	ENSPPYG00000007617	ENSCSAG00000003147	ENSMMUG00000011283
ENSG00000154118	ENSPTRG00000008447	ENSNLEG00000011533	ENSGGOG00000003481	ENSCJAG00000008801	ENSPANG00000020690	ENSPPYG00000007630	ENSCSAG00000003128	ENSMMUG00000022865
ENSG00000154122	ENSPTRG00000016739	ENSNLEG00000011853	ENSGGOG00000015324	ENSCJAG00000010839	ENSPANG00000014384	ENSPPYG00000015353	ENSCSAG00000017267	ENSMMUG00000021942
ENSG00000154124	ENSPTRG00000016738	ENSNLEG00000011846	ENSGGOG00000015318	ENSCJAG00000010884	ENSPANG00000016505	ENSPPYG00000015352	ENSCSAG00000017269	ENSMMUG00000021939
ENSG00000154127	ENSPTRG00000004400	ENSNLEG00000007413	ENSGGOG00000000599	ENSCJAG00000007601	ENSPANG00000023957	ENSPPYG00000003983	ENSCSAG00000002428	ENSMMUG00000002919
ENSG00000154133	ENSPTRG00000004434	ENSNLEG00000007443	ENSGGOG00000015141	ENSCJAG00000008130	ENSPANG00000009754	ENSPPYG00000004023	ENSCSAG00000002341	ENSMMUG00000021578
ENSG00000154134	ENSPTRG00000004433	ENSNLEG00000007442	ENSGGOG00000015125	ENSCJAG00000008040	ENSPANG00000004722	ENSPPYG00000004022	ENSCSAG00000002362	ENSMMUG00000021576
ENSG00000154143	ENSPTRG00000004423	ENSNLEG00000007433	ENSGGOG00000003743	ENSCJAG00000007913	ENSPANG00000004846	ENSPPYG00000004014	ENSCSAG00000002385	ENSMMUG00000008473
ENSG00000154144	ENSPTRG00000004424	ENSNLEG00000007434	ENSGGOG00000003750	ENSCJAG00000007920	ENSPANG00000012126	ENSPPYG00000004015	ENSCSAG00000002382	ENSMMUG00000008474
ENSG00000154162	ENSPTRG00000016755	ENSNLEG00000011990	ENSGGOG00000016817	ENSCJAG00000011760	ENSPANG00000013388	ENSPPYG00000015364	ENSCSAG00000017239	ENSMMUG00000015092
ENSG00000154165	ENSPTRG00000015150	ENSNLEG00000018436	ENSGGOG00000013661	ENSCJAG00000023185	ENSPANG00000010141	ENSPPYG00000013613	ENSCSAG00000018724	ENSMMUG00000009550
ENSG00000154174	ENSPTRG00000015162	ENSNLEG00000002680	ENSGGOG00000003732	ENSCJAG00000000584	ENSPANG00000025904	ENSPPYG00000013603	ENSCSAG00000006060	ENSMMUG00000020025
ENSG00000154175	ENSPTRG00000015166	ENSNLEG00000002937	ENSGGOG00000005715	ENSCJAG00000000533	ENSPANG00000002090	ENSPPYG00000013596	ENSCSAG00000006151	ENSMMUG00000002865
ENSG00000154188	ENSPTRG00000020503	ENSNLEG00000004059	ENSGGOG00000023090	ENSCJAG00000006522	ENSPANG00000016683	ENSPPYG00000018817	ENSCSAG00000011748	ENSMMUG00000017745
ENSG00000154217	ENSPTRG00000009564	ENSNLEG00000001375	ENSGGOG00000006342	ENSCJAG00000008726	ENSPANG00000020517	ENSPPYG00000008566	ENSCSAG00000004167	ENSMMUG00000002133
ENSG00000154222	ENSPTRG00000000737	ENSNLEG00000018002	ENSGGOG00000000187	ENSCJAG00000021596	ENSPANG00000005043	ENSPPYG00000001351	ENSCSAG00000001274	ENSMMUG00000014329
ENSG00000154227	ENSPTRG00000007502	ENSNLEG00000000966	ENSGGOG00000007168	ENSCJAG00000017114	ENSPANG00000018569	ENSPPYG00000006820	ENSCSAG00000016875	ENSMMUG00000016498
ENSG00000154229	ENSPTRG00000009557	ENSNLEG00000000267	ENSGGOG00000015929	ENSCJAG00000000333	ENSPANG00000020564	ENSPPYG00000008557	ENSCSAG00000004109	ENSMMUG00000018378
ENSG00000154252	ENSPTRG00000028939	ENSNLEG00000007778	ENSGGOG00000014294	ENSCJAG00000011184	ENSPANG00000009063	ENSPPYG00000013359	ENSCSAG00000005745	ENSMMUG00000016941
ENSG00000154265	ENSPTRG00000009587	ENSNLEG00000002408	ENSGGOG00000014851	ENSCJAG00000000147	ENSPANG00000020348	ENSPPYG00000008578	ENSCSAG00000004374	ENSMMUG00000018608
ENSG00000154274	ENSPTRG00000015977	ENSNLEG00000017003	ENSGGOG00000017146	ENSCJAG00000020970	ENSPANG00000018422	ENSPPYG00000014660	ENSCSAG00000016838	ENSMMUG00000009691
ENSG00000154310	ENSPTRG00000015624	ENSNLEG00000005318	ENSGGOG00000007526	ENSCJAG00000002326	ENSPANG00000001281	ENSPPYG00000014296	ENSCSAG00000012748	ENSMMUG00000022262
ENSG00000154319	ENSPTRG00000019990	ENSNLEG00000015033	ENSGGOG00000016082	ENSCJAG00000004094	ENSPANG00000008480	ENSPPYG00000018354	ENSCSAG00000016918	ENSMMUG00000021191
ENSG00000154328	ENSPTRG00000019995	ENSNLEG00000015054	ENSGGOG00000001164	ENSCJAG00000004010	ENSPANG00000011568	ENSPPYG00000018348	ENSCSAG00000016946	ENSMMUG00000019209
ENSG00000154342	ENSPTRG00000002064	ENSNLEG00000014118	ENSGGOG00000006562	ENSCJAG00000016650	ENSPANG00000019711	ENSPPYG00000000150	ENSCSAG00000016455	ENSMMUG00000004904
ENSG00000154359	ENSPTRG00000020006	ENSNLEG00000001858	ENSGGOG00000010406	ENSCJAG00000012070	ENSPANG00000002438	ENSPPYG00000018373	ENSCSAG00000016850	ENSMMUG00000009500
ENSG00000154370	ENSPTRG00000002071	ENSNLEG00000014315	ENSGGOG00000016890	ENSCJAG00000016757	ENSPANG00000004478	ENSPPYG00000000138	ENSCSAG00000016542	ENSMMUG00000005306
ENSG00000154380	ENSPTRG00000002037	ENSNLEG00000013693	ENSGGOG00000022660	ENSCJAG00000012510	ENSPANG00000007502	ENSPPYG00000000175	ENSCSAG00000016274	ENSMMUG00000002227
ENSG00000154415	ENSPTRG00000019607	ENSNLEG00000011388	ENSGGOG00000005621	ENSCJAG00000017032	ENSPANG00000017583	ENSPPYG00000017925	ENSCSAG00000011088	ENSMMUG00000022642
ENSG00000154438	ENSPTRG00000019618	ENSNLEG00000011649	ENSGGOG00000002659	ENSCJAG00000004944	ENSPANG00000016260	ENSPPYG00000017939	ENSCSAG00000010871	ENSMMUG00000021726
ENSG00000154478	ENSPTRG00000003025	ENSNLEG00000017053	ENSGGOG00000027869	ENSCJAG00000008190	ENSPANG00000020352	ENSPPYG00000002734	ENSCSAG00000004541	ENSMMUG00000020344
ENSG00000154485	ENSPTRG00000003041	ENSNLEG00000000684	ENSGGOG00000011410	ENSCJAG00000012475	ENSPANG00000020288	ENSPPYG00000002750	ENSCSAG00000004494	ENSMMUG00000008537
ENSG00000154493	ENSPTRG00000003047	ENSNLEG00000000894	ENSGGOG00000003162	ENSCJAG00000012285	ENSPANG00000020261	ENSPPYG00000002756	ENSCSAG00000004473	ENSMMUG00000009663
ENSG00000154511	ENSPTRG00000000964	ENSNLEG00000010507	ENSGGOG00000000881	ENSCJAG00000017678	ENSPANG00000020946	ENSPPYG00000001151	ENSCSAG00000001472	ENSMMUG00000005073
ENSG00000154548	ENSPTRG00000018415	ENSNLEG00000013087	ENSGGOG00000024850	ENSCJAG00000000822	ENSPANG00000016731	ENSPPYG00000016837	ENSCSAG00000017325	ENSMMUG00000014941
ENSG00000154553	ENSPTRG00000016654	ENSNLEG00000011261	ENSGGOG00000001942	ENSCJAG00000005997	ENSPANG00000018685	ENSPPYG00000015251	ENSCSAG00000002954	ENSMMUG00000015407
ENSG00000154556	ENSPTRG00000016657	ENSNLEG00000011297	ENSGGOG00000013830	ENSCJAG00000006015	ENSPANG00000014464	ENSPPYG00000015252	ENSCSAG00000002949	ENSMMUG00000015733
ENSG00000154589	ENSPTRG00000020351	ENSNLEG00000001638	ENSGGOG00000015375	ENSCJAG00000000577	ENSPANG00000010318	ENSPPYG00000018680	ENSCSAG00000013507	ENSMMUG00000003018
ENSG00000154640	ENSPTRG00000013797	ENSNLEG00000002125	ENSGGOG00000023213	ENSCJAG00000003406	ENSPANG00000021652	ENSPPYG00000011296	ENSCSAG00000008865	ENSMMUG00000002116
ENSG00000154642	ENSPTRG00000013798	ENSNLEG00000002183	ENSGGOG00000027981	ENSCJAG00000003434	ENSPANG00000021651	ENSPPYG00000011297	ENSCSAG00000008872	ENSMMUG00000019155
ENSG00000154654	ENSPTRG00000013803	ENSNLEG00000002268	ENSGGOG00000005246	ENSCJAG00000013717	ENSPANG00000015989	ENSPPYG00000011299	ENSCSAG00000008925	ENSMMUG00000004300
ENSG00000154655	ENSPTRG00000009845	ENSNLEG00000006925	ENSGGOG00000015056	ENSCJAG00000015716	ENSPANG00000008894	ENSPPYG00000009022	ENSCSAG00000017582	ENSMMUG00000016302
ENSG00000154678	ENSPTRG00000019053	ENSNLEG00000015246	ENSGGOG00000006783	ENSCJAG00000009192	ENSPANG00000023668	ENSPPYG00000017662	ENSCSAG00000014827	ENSMMUG00000001625
ENSG00000154719	ENSPTRG00000013807	ENSNLEG00000002272	ENSGGOG00000002048	ENSCJAG00000013752	ENSPANG00000007704	ENSPPYG00000011303	ENSCSAG00000008973	ENSMMUG00000017605
ENSG00000154721	ENSPTRG00000013808	ENSNLEG00000002337	ENSGGOG00000008259	ENSCJAG00000013778	ENSPANG00000016226	ENSPPYG00000011304	ENSCSAG00000008990	ENSMMUG00000008723
ENSG00000154723	ENSPTRG00000013809	ENSNLEG00000002412	ENSGGOG00000008265	ENSCJAG00000013803	ENSPANG00000016230	ENSPPYG00000011305	ENSCSAG00000008999	ENSMMUG00000008725
ENSG00000154727	ENSPTRG00000013810	ENSNLEG00000002433	ENSGGOG00000013900	ENSCJAG00000013817	ENSPANG00000016228	ENSPPYG00000011306	ENSCSAG00000009015	ENSMMUG00000008727
ENSG00000154734	ENSPTRG00000013813	ENSNLEG00000002764	ENSGGOG00000007355	ENSCJAG00000013983	ENSPANG00000022527	ENSPPYG00000011310	ENSCSAG00000009066	ENSMMUG00000013407
ENSG00000154736	ENSPTRG00000013814	ENSNLEG00000002814	ENSGGOG00000006998	ENSCJAG00000013997	ENSPANG00000015990	ENSPPYG00000011311	ENSCSAG00000009092	ENSMMUG00000013405
ENSG00000154764	ENSPTRG00000014644	ENSNLEG00000004941	ENSGGOG00000012654	ENSCJAG00000016899	ENSPANG00000006880	ENSPPYG00000013397	ENSCSAG00000009439	ENSMMUG00000018445
ENSG00000154767	ENSPTRG00000014649	ENSNLEG00000005000	ENSGGOG00000009997	ENSCJAG00000016952	ENSPANG00000004175	ENSPPYG00000013401	ENSCSAG00000009411	ENSMMUG00000023125
ENSG00000154781	ENSPTRG00000014654	ENSNLEG00000005142	ENSGGOG00000001359	ENSCJAG00000017045	ENSPANG00000021119	ENSPPYG00000013405	ENSCSAG00000009294	ENSMMUG00000014777
ENSG00000154783	ENSPTRG00000014656	ENSNLEG00000005177	ENSGGOG00000001365	ENSCJAG00000017099	ENSPANG00000012066	ENSPPYG00000013407	ENSCSAG00000009224	ENSMMUG00000018446
ENSG00000154813	ENSPTRG00000014671	ENSNLEG00000001096	ENSGGOG00000022108	ENSCJAG00000003577	ENSPANG00000012596	ENSPPYG00000014083	ENSCSAG00000018737	ENSMMUG00000022692
ENSG00000154814	ENSPTRG00000014672	ENSNLEG00000001081	ENSGGOG00000006174	ENSCJAG00000003582	ENSPANG00000006447	ENSPPYG00000014082	ENSCSAG00000010052	ENSMMUG00000022693
ENSG00000154822	ENSPTRG00000014675	ENSNLEG00000001015	ENSGGOG00000016029	ENSCJAG00000003599	ENSPANG00000015928	ENSPPYG00000014079	ENSCSAG00000009937	ENSMMUG00000023775
ENSG00000154839	ENSPTRG00000010023	ENSNLEG00000011804	ENSGGOG00000016643	ENSCJAG00000008555	ENSPANG00000025645	ENSPPYG00000009159	ENSCSAG00000018076	ENSMMUG00000000719
ENSG00000154845	ENSPTRG00000009860	ENSNLEG00000006952	ENSGGOG00000006330	ENSCJAG00000004459	ENSPANG00000015969	ENSPPYG00000009009	ENSCSAG00000017556	ENSMMUG00000019525
ENSG00000154856	ENSPTRG00000009865	ENSNLEG00000006966	ENSGGOG00000000973	ENSCJAG00000004576	ENSPANG00000013298	ENSPPYG00000009005	ENSCSAG00000017546	ENSMMUG00000011772
ENSG00000154889	ENSPTRG00000009872	ENSNLEG00000008890	ENSGGOG00000000243	ENSCJAG00000004773	ENSPANG00000011901	ENSPPYG00000008997	ENSCSAG00000017532	ENSMMUG00000011467
ENSG00000154914	ENSPTRG00000008757	ENSNLEG00000010074	ENSGGOG00000006417	ENSCJAG00000012679	ENSPANG00000023770	ENSPPYG00000007972	ENSCSAG00000010302	ENSMMUG00000014039
ENSG00000154920	ENSPTRG00000009397	ENSNLEG00000009053	ENSGGOG00000011302	ENSCJAG00000018843	ENSPANG00000022493	ENSPPYG00000008285	ENSCSAG00000005404	ENSMMUG00000017233
ENSG00000154928	ENSPTRG00000015427	ENSNLEG00000003807	ENSGGOG00000014106	ENSCJAG00000002682	ENSPANG00000007646	ENSPPYG00000014125	ENSCSAG00000010853	ENSMMUG00000021334
ENSG00000154930	ENSPTRG00000013336	ENSNLEG00000015554	ENSGGOG00000001280	ENSCJAG00000011837	ENSPANG00000017910	ENSPPYG00000010781	ENSCSAG00000018357	ENSMMUG00000020597
ENSG00000154945	ENSPTRG00000009407	ENSNLEG00000007880	ENSGGOG00000027851	ENSCJAG00000018627	ENSPANG00000022460	ENSPPYG00000008275	ENSCSAG00000005484	ENSMMUG00000003421
ENSG00000154957	ENSPTRG00000008782	ENSNLEG00000014526	ENSGGOG00000005431	ENSCJAG00000004790	ENSPANG00000023768	ENSPPYG00000007992	ENSCSAG00000009126	ENSMMUG00000018541
ENSG00000154975	ENSPTRG00000009419	ENSNLEG00000007945	ENSGGOG00000015456	ENSCJAG00000011392	ENSPANG00000022378	ENSPPYG00000008263	ENSCSAG00000005524	ENSMMUG00000013737
ENSG00000154978	ENSPTRG00000019198	ENSNLEG00000008613	ENSGGOG00000025249	ENSCJAG00000000965	ENSPANG00000018835	ENSPPYG00000018284	ENSCSAG00000016069	ENSMMUG00000013015
ENSG00000154997	ENSPTRG00000019200	ENSNLEG00000015609	ENSGGOG00000009936	ENSCJAG00000021262	ENSPANG00000020727	ENSPPYG00000017548	ENSCSAG00000016099	ENSMMUG00000019864
ENSG00000155011	ENSPTRG00000016346	ENSNLEG00000013024	ENSGGOG00000027525	ENSCJAG00000015903	ENSPANG00000024437	ENSPPYG00000014982	ENSCSAG00000003978	ENSMMUG00000001630
ENSG00000155016	ENSPTRG00000016349	ENSNLEG00000012977	ENSGGOG00000014716	ENSCJAG00000019545	ENSPANG00000011417	ENSPPYG00000014985	ENSCSAG00000003974	ENSMMUG00000017835
ENSG00000155034	ENSPTRG00000018889	ENSNLEG00000011689	ENSGGOG00000014037	ENSCJAG00000000010	ENSPANG00000018934	ENSPPYG00000017335	ENSCSAG00000017668	ENSMMUG00000005052
ENSG00000155052	ENSPTRG00000012421	ENSNLEG00000015567	ENSGGOG00000002898	ENSCJAG00000018447	ENSPANG00000010545	ENSPPYG00000012773	ENSCSAG00000016779	ENSMMUG00000019739
ENSG00000155066	ENSPTRG00000012212	ENSNLEG00000000005	ENSGGOG00000006476	ENSCJAG00000018910	ENSPANG00000000975	ENSPPYG00000012055	ENSCSAG00000017404	ENSMMUG00000000197
ENSG00000155087	ENSPTRG00000020483	ENSNLEG00000003644	ENSGGOG00000023400	ENSCJAG00000016066	ENSPANG00000005633	ENSPPYG00000018799	ENSCSAG00000011938	ENSMMUG00000002108
ENSG00000155090	ENSPTRG00000020484	ENSNLEG00000003646	ENSGGOG00000015206	ENSCJAG00000016069	ENSPANG00000009227	ENSPPYG00000018800	ENSCSAG00000011934	ENSMMUG00000018815
ENSG00000155097	ENSPTRG00000020486	ENSNLEG00000003690	ENSGGOG00000004146	ENSCJAG00000016100	ENSPANG00000019212	ENSPPYG00000018803	ENSCSAG00000011918	ENSMMUG00000001078
ENSG00000155099	ENSPTRG00000020412	ENSNLEG00000002397	ENSGGOG00000017181	ENSCJAG00000000184	ENSPANG00000005208	ENSPPYG00000018737	ENSCSAG00000012840	ENSMMUG00000013393
ENSG00000155100	ENSPTRG00000020413	ENSNLEG00000002420	ENSGGOG00000015833	ENSCJAG00000000182	ENSPANG00000022969	ENSPPYG00000018738	ENSCSAG00000012837	ENSMMUG00000013396
ENSG00000155111	ENSPTRG00000018500	ENSNLEG00000012808	ENSGGOG00000012779	ENSCJAG00000005299	ENSPANG00000006920	ENSPPYG00000016923	ENSCSAG00000015511	ENSMMUG00000020637
ENSG00000155115	ENSPTRG00000018502	ENSNLEG00000012846	ENSGGOG00000010681	ENSCJAG00000005248	ENSPANG00000009709	ENSPPYG00000025885	ENSCSAG00000015549	ENSMMUG00000012709
ENSG00000155158	ENSPTRG00000020784	ENSNLEG00000017600	ENSGGOG00000005786	ENSCJAG00000012336	ENSPANG00000025226	ENSPPYG00000019208	ENSCSAG00000009217	ENSMMUG00000013466
ENSG00000155249	ENSPTRG00000006078	ENSNLEG00000019145	ENSGGOG00000008819	ENSCJAG00000010040	ENSPANG00000025033	ENSPPYG00000019992	ENSCSAG00000000359	ENSMMUG00000023047
ENSG00000155256	ENSPTRG00000002818	ENSNLEG00000014267	ENSGGOG00000024663	ENSCJAG00000016783	ENSPANG00000021295	ENSPPYG00000002540	ENSCSAG00000005827	ENSMMUG00000015503
ENSG00000155265	ENSPTRG00000002820	ENSNLEG00000014326	ENSGGOG00000016005	ENSCJAG00000016817	ENSPANG00000021297	ENSPPYG00000002542	ENSCSAG00000005820	ENSMMUG00000018153
ENSG00000155269	ENSPTRG00000015907	ENSNLEG00000011932	ENSGGOG00000008058	ENSCJAG00000021496	ENSPANG00000010873	ENSPPYG00000014561	ENSCSAG00000015965	ENSMMUG00000006236
ENSG00000155287	ENSPTRG00000002831	ENSNLEG00000014598	ENSGGOG00000000150	ENSCJAG00000017050	ENSPANG00000021257	ENSPPYG00000002554	ENSCSAG00000005717	ENSMMUG00000023760
ENSG00000155304	ENSPTRG00000013790	ENSNLEG00000001796	ENSGGOG00000004663	ENSCJAG00000003284	ENSPANG00000017999	ENSPPYG00000011287	ENSCSAG00000008813	ENSMMUG00000020091
ENSG00000155307	ENSPTRG00000013791	ENSNLEG00000001829	ENSGGOG00000002647	ENSCJAG00000003304	ENSPANG00000008067	ENSPPYG00000011288	ENSCSAG00000008820	ENSMMUG00000023771
ENSG00000155313	ENSPTRG00000013793	ENSNLEG00000001900	ENSGGOG00000001541	ENSCJAG00000003327	ENSPANG00000009692	ENSPPYG00000011291	ENSCSAG00000008844	ENSMMUG00000018743
ENSG00000155324	ENSPTRG00000017184	ENSNLEG00000012129	ENSGGOG00000003435	ENSCJAG00000008280	ENSPANG00000004678	ENSPPYG00000015725	ENSCSAG00000014535	ENSMMUG00000007899
ENSG00000155330	ENSPTRG00000008082	ENSNLEG00000015672	ENSGGOG00000027995	ENSCJAG00000020191	ENSPANG00000018045	ENSPPYG00000007729	ENSCSAG00000005553	ENSMMUG00000008593
ENSG00000155363	ENSPTRG00000001111	ENSNLEG00000004226	ENSGGOG00000002731	ENSCJAG00000013592	ENSPANG00000011819	ENSPPYG00000001020	ENSCSAG00000001600	ENSMMUG00000015670
ENSG00000155367	ENSPTRG00000001113	ENSNLEG00000004240	ENSGGOG00000002743	ENSCJAG00000013680	ENSPANG00000004417	ENSPPYG00000001018	ENSCSAG00000001607	ENSMMUG00000007767
ENSG00000155368	ENSPTRG00000012401	ENSNLEG00000010290	ENSGGOG00000010372	ENSCJAG00000021436	ENSPANG00000010073	ENSPPYG00000012788	ENSCSAG00000019282	ENSMMUG00000011126
ENSG00000155380	ENSPTRG00000001116	ENSNLEG00000004297	ENSGGOG00000015526	ENSCJAG00000013698	ENSPANG00000006341	ENSPPYG00000001014	ENSCSAG00000001611	ENSMMUG00000006171
ENSG00000155393	ENSPTRG00000008100	ENSNLEG00000000745	ENSGGOG00000000878	ENSCJAG00000001972	ENSPANG00000024573	ENSPPYG00000007336	ENSCSAG00000005398	ENSMMUG00000020065
ENSG00000155463	ENSPTRG00000006145	ENSNLEG00000014684	ENSGGOG00000003688	ENSCJAG00000008664	ENSPANG00000011741	ENSPPYG00000005642	ENSCSAG00000016254	ENSMMUG00000000411
ENSG00000155465	ENSPTRG00000006146	ENSNLEG00000014725	ENSGGOG00000003694	ENSCJAG00000008592	ENSPANG00000020911	ENSPPYG00000005643	ENSCSAG00000016247	ENSMMUG00000000413
ENSG00000155508	ENSPTRG00000017451	ENSNLEG00000016626	ENSGGOG00000010459	ENSCJAG00000007417	ENSPANG00000010310	ENSPPYG00000015977	ENSCSAG00000010779	ENSMMUG00000008318
ENSG00000155511	ENSPTRG00000017441	ENSNLEG00000016504	ENSGGOG00000014845	ENSCJAG00000004624	ENSPANG00000017117	ENSPPYG00000015970	ENSCSAG00000010848	ENSMMUG00000009287
ENSG00000155530	ENSPTRG00000019715	ENSNLEG00000012993	ENSGGOG00000022273	ENSCJAG00000012164	ENSPANG00000011214	ENSPPYG00000018015	ENSCSAG00000009415	ENSMMUG00000000915
ENSG00000155542	ENSPTRG00000016892	ENSNLEG00000002266	ENSGGOG00000014616	ENSCJAG00000002145	ENSPANG00000019518	ENSPPYG00000015479	ENSCSAG00000016168	ENSMMUG00000030085
ENSG00000155545	ENSPTRG00000016893	ENSNLEG00000002269	ENSGGOG00000015237	ENSCJAG00000002152	ENSPANG00000009304	ENSPPYG00000015480	ENSCSAG00000016165	ENSMMUG00000012389
ENSG00000155561	ENSPTRG00000019728	ENSNLEG00000013422	ENSGGOG00000011519	ENSCJAG00000012599	ENSPANG00000012989	ENSPPYG00000018027	ENSCSAG00000009080	ENSMMUG00000016384
ENSG00000155592	ENSPTRG00000007906	ENSNLEG00000011727	ENSGGOG00000004769	ENSCJAG00000020749	ENSPANG00000007624	ENSPPYG00000007207	ENSCSAG00000006472	ENSMMUG00000010470
ENSG00000155621	ENSPTRG00000021018	ENSNLEG00000001023	ENSGGOG00000008301	ENSCJAG00000001441	ENSPANG00000025077	ENSPPYG00000029745	ENSCSAG00000008286	ENSMMUG00000018881
ENSG00000155629	ENSPTRG00000002798	ENSNLEG00000013605	ENSGGOG00000015613	ENSCJAG00000016474	ENSPANG00000021373	ENSPPYG00000002522	ENSCSAG00000006047	ENSMMUG00000001876
ENSG00000155640	ENSPTRG00000002801	ENSNLEG00000019109	ENSGGOG00000005550	ENSCJAG00000022966	ENSPANG00000021376	ENSPPYG00000002523	ENSCSAG00000018446	ENSMMUG00000010427
ENSG00000155659	ENSPTRG00000021973	ENSNLEG00000000465	ENSGGOG00000000336	ENSCJAG00000001459	ENSPANG00000017533	ENSPPYG00000020421	ENSCSAG00000011941	ENSMMUG00000002750
