Ensembl.Gene.ID	Ensembl.Transcript.ID	HGNC.Symbol	UniProt.SwissProt.Accession	UniProt.SwissProt.Length	PSG	PSR.total	ExAC.unique_variants.missense.background	ExAC.unique_variants.missense.observed	ExAC.unique_variants.missense.observed.per_codon	ExAC.unique_variants.synonymous.background	ExAC.unique_variants.synonymous.observed	ExAC.unique_variants.synonymous.observed.per_codon	ExAC.unique_variants.dN_dS	ExAC.allele_frequencies.total_missense.per_codon	ExAC.allele_frequencies.total_synonymous.per_codon	ExAC.allele_frequencies.total_missense_over_total_synonymous.per_codon
ENSG00000147145	ENST00000435339	LPAR4	Q99677	370	FALSE	NA	2464	68	0.183783783783784	761	37	0.1	0.567611442611443	1.86993027027027e-05	4.76554324324324e-06	0.010605014659117
ENSG00000147160	ENST00000276101	AWAT2	Q6E213	333	TRUE	2	2189	62	0.186186186186186	701	34	0.102102102102102	0.583962593717249	2.67482342342342e-05	9.88914414414414e-06	0.00812254595135997
ENSG00000147166	ENST00000373829	ITGB1BP2	Q9UKP3	347	FALSE	NA	2296	64	0.184438040345821	693	29	0.0835734870317003	0.666105971404542	1.85383342939481e-05	2.5164121037464e-06	0.0212304631771232
ENSG00000147168	ENST00000374202	IL2RG	P31785	369	FALSE	NA	2436	54	0.146341463414634	737	43	0.116531165311653	0.379940428456868	8.14467479674797e-06	9.44723577235772e-06	0.00233637541752308
ENSG00000147183	ENST00000276127	CPXCR1	Q8N123	301	TRUE	2	2017	85	0.282392026578073	567	28	0.0930232558139535	0.853371343579574	0.00407940390697674	7.97518372093023e-05	0.169937613658813
ENSG00000147206	ENST00000395065	NXF3	Q9H4D5	531	FALSE	NA	3572	121	0.227871939736347	1005	54	0.101694915254237	0.630443573472689	NA	NA	NA
ENSG00000147223	ENST00000276173	RIPPLY1	Q0D2K3	151	FALSE	NA	982	35	0.231788079470199	323	19	0.125827814569536	0.605906313645621	NA	NA	NA
ENSG00000147234	ENST00000276185	FRMPD3	Q5JV73	1810	FALSE	NA	11827	451	0.249171270718232	3893	189	0.104419889502762	0.785460852510823	1.45007099447514e-05	6.94090718232044e-05	0.000115423557007542
ENSG00000147255	ENST00000370903	IGSF1	Q8N6C5-4	1341	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	5.63831170768084e-05	0.00302784196868009	1.38863177741702e-05
ENSG00000147256	ENST00000276211	ARHGAP36	Q6ZRI8	547	FALSE	NA	3568	123	0.224862888482633	1189	51	0.093235831809872	0.803696254286468	NA	NA	NA
ENSG00000147262	ENST00000276218	GPR119	Q8TDV5	335	FALSE	NA	2178	66	0.197014925373134	743	40	0.119402985074627	0.562878787878788	1.91289462686567e-05	4.55924089552239e-05	0.00125243068865527
ENSG00000147324	ENST00000276282	MFHAS1	Q9Y4C4	1052	FALSE	NA	6764	484	0.460076045627376	2381	295	0.28041825095057	0.577536108410428	0.000941407489543726	0.000377331057034221	0.0023715886164363
ENSG00000147378	ENST00000370350	FATE1	Q969F0	183	FALSE	NA	1199	64	0.349726775956284	380	22	0.120218579234973	0.921980438243991	0.00029651950273224	5.15368852459016e-06	0.314401063201845
ENSG00000147383	ENST00000370274	NSDHL	Q15738	373	FALSE	NA	2469	101	0.270777479892761	767	57	0.152815013404826	0.550453696005912	3.21307667560322e-05	0.00238165952010724	3.61686736104024e-05
ENSG00000147394	ENST00000535861	ZNF185	O15231-6	721	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	0.000321658398058252	1.24218072122053e-05	0.0359149151991607
ENSG00000147408	ENST00000454498	CSGALNACT1	Q8TDX6	532	FALSE	NA	3553	287	0.539473684210526	1040	136	0.255639097744361	0.617705004884025	0.00156711441541353	0.000922045496240601	0.0031947488495759
ENSG00000147416	ENST00000276390	ATP6V1B2	P21281	511	FALSE	NA	3337	117	0.228962818003914	1088	89	0.174168297455969	0.428616162670501	2.21323992172211e-05	1.4029457925636e-05	0.00308721378084681
ENSG00000147432	ENST00000289957	CHRNB3	Q5IS75	458	FALSE	NA	3018	153	0.334061135371179	923	67	0.146288209606987	0.698391739117534	3.10215633187773e-05	0.000221635598253275	0.000305603754701424
ENSG00000147434	ENST00000276410	CHRNA6	Q15825	494	FALSE	NA	3293	166	0.336032388663968	978	70	0.1417004048583	0.704299162726129	2.46588380566802e-05	5.14238441295547e-05	0.000970691263421302
ENSG00000147443	ENST00000276420	DOK2	O60496	412	FALSE	NA	2644	221	0.536407766990291	921	91	0.220873786407767	0.845958504430516	0.000138700730582524	0.000734579963592233	0.000458292187890825
ENSG00000147454	ENST00000519973	SLC25A37	Q9NYZ2	338	FALSE	NA	2228	128	0.378698224852071	707	77	0.227810650887574	0.527501224090093	0.00104167855325444	0.00195089771597633	0.00157972875029463
ENSG00000147457	ENST00000397677	CHMP7	Q8WUX9	453	FALSE	NA	2953	111	0.245033112582781	956	68	0.150110375275938	0.528455608454015	1.41342582781457e-05	2.03998123620309e-05	0.00152949706590013
ENSG00000147465	ENST00000276449	STAR	P49675	285	FALSE	NA	1889	112	0.392982456140351	588	52	0.182456140350877	0.670440200350206	6.4067898245614e-05	0.0035459845754386	6.33955501454097e-05
ENSG00000147471	ENST00000328195	PROSC	O94903	275	FALSE	NA	1811	90	0.327272727272727	566	49	0.178181818181818	0.574042979974983	3.51979127272727e-05	9.47526909090909e-06	0.0135080501344448
ENSG00000147475	ENST00000276461	ERLIN2	Q5R7C5	339	FALSE	NA	2256	69	0.20353982300885	665	53	0.156342182890855	0.383756523484544	1.01303303834808e-05	4.1982215339233e-05	0.000711800943346556
ENSG00000147509	ENST00000297313	RGS20	O76081	388	FALSE	NA	2545	117	0.301546391752577	816	58	0.149484536082474	0.64678544814037	NA	NA	NA
ENSG00000147535	ENST00000424479	PPAPDC1B	Q8NEB5	264	FALSE	NA	1729	83	0.314393939393939	568	31	0.117424242424242	0.879568648668818	NA	NA	NA
ENSG00000147536	ENST00000276533	GINS4	Q9BRT9	223	FALSE	NA	1485	69	0.309417040358744	431	31	0.139013452914798	0.646008471814923	NA	NA	NA
ENSG00000147548	ENST00000317025	WHSC1L1	Q9BZ95	1437	FALSE	NA	9500	308	0.214335421016006	2743	183	0.127348643006263	0.485961461029623	NA	NA	NA
ENSG00000147570	ENST00000276570	DNAJC5B	Q9UF47	199	FALSE	NA	1312	68	0.341708542713568	380	31	0.155778894472362	0.635326514555468	2.20977688442211e-05	0.00026713348241206	0.00041568755642745
ENSG00000147571	ENST00000276571	CRH	P06850	196	FALSE	NA	1251	42	0.214285714285714	462	41	0.209183673469388	0.378311984558694	4.86715306122449e-06	0.000701224403061225	3.54129341039317e-05
ENSG00000147573	ENST00000315962	TRIM55	Q9BYV6	548	FALSE	NA	3614	222	0.405109489051095	1090	86	0.156934306569343	0.778561408476081	NA	NA	NA
ENSG00000147588	ENST00000256103	PMP2	P02689	132	FALSE	NA	877	45	0.340909090909091	255	18	0.136363636363636	0.72690992018244	7.04503333333333e-05	0.00180664947727273	0.000295416821679393
ENSG00000147606	ENST00000309536	SLC26A7	Q8TE54-2	663	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	7.37134992458522e-05	0.000379080794871795	0.000293293012965877
ENSG00000147613	ENST00000276616	PSKH2	Q96QS6	385	FALSE	NA	2530	169	0.438961038961039	796	58	0.150649350649351	0.916750715551315	0.00111113396363636	5.02711844155844e-05	0.0574098716145752
ENSG00000147614	ENST00000285393	ATP6V0D2	Q8N8Y2	350	FALSE	NA	2332	159	0.454285714285714	675	59	0.168571428571429	0.780046224961479	6.66950085714286e-05	1.53191257142857e-05	0.0124391672802343
ENSG00000147647	ENST00000351513	DPYS	Q14117	519	FALSE	NA	3417	178	0.342967244701349	1094	86	0.165703275529865	0.662664788233933	3.06956107899807e-05	0.000271772489402697	0.000217622316657366
ENSG00000147649	ENST00000336273	MTDH	Q86UE4	582	FALSE	NA	3778	178	0.305841924398625	1208	87	0.149484536082474	0.654192755395727	0.000186922532646048	0.000131906132302406	0.0024348582654893
ENSG00000147650	ENST00000276654	LRP12	Q9Y561	859	FALSE	NA	5673	267	0.310826542491269	1697	120	0.139697322467986	0.665578177331218	2.50458928987194e-05	2.14870011641444e-05	0.00135696156870323
ENSG00000147655	ENST00000276659	RSPO2	Q6UXX9	243	FALSE	NA	1631	91	0.374485596707819	436	35	0.1440329218107	0.695033721643164	NA	NA	NA
ENSG00000147679	ENST00000309822	UTP23	Q9BRU9	249	FALSE	NA	1639	75	0.301204819277108	486	38	0.152610441767068	0.585241321730195	NA	NA	NA
ENSG00000147689	ENST00000518448	FAM83A	Q86UY5	434	FALSE	NA	2820	162	0.373271889400922	959	77	0.17741935483871	0.715473887814313	0.000471040216589862	1.19572811059908e-05	0.0907686380837046
ENSG00000147724	ENST00000395297	FAM135B	Q49AJ0	1406	FALSE	NA	9262	481	0.342105263157895	2922	243	0.172830725462304	0.624473822415232	0.000793040266714083	0.00141499850924609	0.000398615274372677
ENSG00000147799	ENST00000377307	ARHGAP39	Q9C0H5-2	1114	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	1.94415053859964e-05	0.000544484872531418	3.20522765288934e-05
ENSG00000147852	ENST00000382100	VLDLR	P98155	873	FALSE	NA	5851	336	0.384879725085911	1657	143	0.163802978235968	0.665419693961823	NA	NA	NA
ENSG00000147854	ENST00000276893	UHRF2	Q96PU4	802	FALSE	NA	5261	156	0.194513715710723	1600	140	0.174563591022444	0.338881798680316	NA	NA	NA
ENSG00000147869	ENST00000380911	CER1	O95813	267	FALSE	NA	1781	135	0.50561797752809	534	57	0.213483146067416	0.710127367830019	0.00213714245692884	0.000418361741573034	0.0191324350902787
ENSG00000147872	ENST00000276914	PLIN2	Q99541	437	FALSE	NA	2885	187	0.4279176201373	893	64	0.146453089244851	0.904413994800693	0.000131026549199085	0.000234642935926773	0.00127782206261521
ENSG00000147896	ENST00000276943	IFNK	Q9P0W0	207	FALSE	NA	1412	84	0.405797101449275	349	31	0.14975845410628	0.669743214840537	0.00473948241545894	4.20588937198068e-05	0.544380707413717
ENSG00000147912	ENST00000432825	FBXO10	Q9UK96	956	FALSE	NA	6316	335	0.350418410041841	1987	156	0.163179916317992	0.675578709342167	1.66212771966527e-05	0.000825636800209205	2.10580163261261e-05
ENSG00000148019	ENST00000376597	CEP78	Q5JTW2-2	722	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.12573324099723e-05	0.000598715502770083	4.91757579689358e-05
ENSG00000148082	ENST00000375835	SHC3	Q92529	594	FALSE	NA	3883	163	0.274410774410774	1278	93	0.156565656565657	0.57685693635616	NA	NA	NA
ENSG00000148123	ENST00000374874	LPPR1	Q8TBJ4	325	FALSE	NA	2125	82	0.252307692307692	693	65	0.2	0.411409954751131	4.45363138461538e-05	0.000195118264615385	0.000702316680114193
ENSG00000148153	ENST00000374242	INIP	Q9NRY2	104	FALSE	NA	687	17	0.163461538461538	210	11	0.105769230769231	0.472409686383486	NA	NA	NA
ENSG00000148154	ENST00000374279	UGCG	Q16739	394	FALSE	NA	2610	68	0.17258883248731	769	56	0.142131979695431	0.357772304324028	1.42949010152284e-05	0.000890651129441624	4.07358992299107e-05
ENSG00000148158	ENST00000374232	SNX30	Q5VWJ9	437	FALSE	NA	2884	133	0.304347826086957	887	68	0.155606407322654	0.601549114791548	0.00019132666819222	0.00637718956521739	6.86538259847855e-05
ENSG00000148175	ENST00000286713	STOM	P27105	288	FALSE	NA	1880	74	0.256944444444444	616	38	0.131944444444444	0.638073908174692	NA	NA	NA
ENSG00000148187	ENST00000344641	MRRF	Q96E11	262	FALSE	NA	1733	103	0.393129770992366	530	37	0.141221374045802	0.851359149108716	NA	NA	NA
ENSG00000148200	ENST00000487099	NR6A1	Q15406	480	FALSE	NA	3173	121	0.252083333333333	954	71	0.147916666666667	0.512395520301132	NA	NA	NA
ENSG00000148204	ENST00000373631	CRB2	Q5IJ48	1285	FALSE	NA	8241	514	0.4	2982	288	0.224124513618677	0.645800469198722	0.00297927907003891	0.00118550545680934	0.00195571019901566
ENSG00000148218	ENST00000409155	ALAD	P13716	330	FALSE	NA	2140	115	0.348484848484849	728	65	0.196969696969697	0.601869158878505	0.000263620427272727	0.00157831136666667	0.000506142068343248
ENSG00000148225	ENST00000374193	WDR31	Q8NA23	367	FALSE	NA	2414	128	0.348773841961853	733	48	0.130790190735695	0.809721071527202	NA	NA	NA
ENSG00000148308	ENST00000372108	GTF3C5	Q9Y5Q8-3	526	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.2998247148289e-05	3.39177566539924e-05	0.00128908594308807
ENSG00000148331	ENST00000277458	ASB6	Q9NWX5	421	FALSE	NA	2769	154	0.365795724465558	912	98	0.232779097387173	0.517566940102151	2.38576413301663e-05	0.00358231631353919	1.58190893327007e-05
ENSG00000148334	ENST00000338961	PTGES2	Q9H7Z7	377	FALSE	NA	2432	130	0.344827586206897	831	74	0.196286472148541	0.600273381934566	0.000384980034482759	0.00260436664456233	0.000392098095078747
ENSG00000148341	ENST00000372554	SH3GLB2	Q9NR46-2	404	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.90438638613861e-05	0.000832890042079208	8.63148176831091e-05
ENSG00000148343	ENST00000358369	FAM73B	Q7L4E1	593	FALSE	NA	3837	222	0.374367622259696	1323	129	0.217537942664418	0.593377820608397	0.000195228129848229	8.91406492411467e-05	0.00369327722419511
ENSG00000148344	ENST00000340607	PTGES	O14684	152	FALSE	NA	993	43	0.282894736842105	341	39	0.256578947368421	0.378624732099052	2.98527236842105e-05	0.000501612447368421	0.000391536332387277
ENSG00000148358	ENST00000372406	GPR107	Q5VW38	600	FALSE	NA	3949	158	0.263333333333333	1236	85	0.141666666666667	0.581794348532019	6.2739655e-05	0.001725336755	6.06061925961038e-05
ENSG00000148384	ENST00000371712	INPP5E	Q9NRR6	644	FALSE	NA	4159	234	0.363354037267081	1470	144	0.22360248447205	0.574356816542438	4.63957810559006e-05	0.00186244553726708	3.86820107455463e-05
ENSG00000148426	ENST00000277570	PROSER2	Q86WR7	435	FALSE	NA	2800	166	0.381609195402299	1026	80	0.183908045977011	0.760339285714286	NA	NA	NA
ENSG00000148450	ENST00000376510	MSRB2	Q9Y3D2	182	FALSE	NA	1172	63	0.346153846153846	400	25	0.137362637362637	0.860068259385666	0.000142619807692308	0.00158229717032967	0.000495245350674193
ENSG00000148459	ENST00000376215	PDSS1	Q5T2R2	415	TRUE	1	2707	101	0.243373493975904	866	44	0.106024096385542	0.734341941767136	3.53353614457831e-05	7.3552578313253e-06	0.0115761338649913
ENSG00000148468	ENST00000378116	FAM171A1	Q5VUB5	890	FALSE	NA	5791	342	0.384269662921348	1892	187	0.210112359550562	0.597519477485348	0.000187871940449438	6.72240404494382e-05	0.00314012764644053
ENSG00000148481	ENST00000277632	FAM188A	Q4R528	445	FALSE	NA	2913	132	0.296629213483146	868	60	0.134831460674157	0.655544112598695	1.20686606741573e-05	1.08099550561798e-05	0.00250885277909819
ENSG00000148482	ENST00000377369	SLC39A12	Q504Y0	691	FALSE	NA	4559	269	0.389290882778582	1391	104	0.150506512301013	0.789180741390656	NA	NA	NA
ENSG00000148483	ENST00000377495	TMEM236	Q5W0B7	351	FALSE	NA	2282	10	0.0284900284900285	757	3	0.00854700854700855	1.10575518550979	7.49790313390313e-06	6.91347578347578e-07	0.0308984193465964
ENSG00000148488	ENST00000377602	ST8SIA6	P61647	398	FALSE	NA	2626	147	0.369346733668342	816	67	0.168341708542714	0.681770128792443	0.000102442761306533	5.9604391959799e-05	0.00431837091473195
ENSG00000148498	ENST00000374789	PARD3	Q8TEW0	1356	FALSE	NA	8993	481	0.354719764011799	2711	205	0.15117994100295	0.70732032773458	NA	NA	NA
ENSG00000148516	ENST00000361642	ZEB1	P37275-2	1125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.98375511111111e-05	5.0754168e-05	0.000522563342075098
ENSG00000148602	ENST00000372105	LRIT1	Q9P2V4	623	FALSE	NA	4021	263	0.42215088282504	1416	110	0.176565008025682	0.841961520200764	0.000315090951845907	0.00435983359871589	0.000116005337405284
ENSG00000148604	ENST00000359452	RGR	P47804-2	295	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	0.000190695830508475	0.00347543538644068	0.000185998723100576
ENSG00000148634	ENST00000395198	HERC4	Q5GLZ8	1057	FALSE	NA	6982	165	0.156102175969726	2083	120	0.11352885525071	0.410215554282441	5.86040208136235e-06	0.000456281712393567	1.21512054492932e-05
ENSG00000148671	ENST00000372013	ADIRF	Q15847	76	FALSE	NA	499	29	0.381578947368421	158	11	0.144736842105263	0.834760429950811	7.598e-06	0.00705487860526316	1.41708581825834e-05
ENSG00000148677	ENST00000371697	ANKRD1	Q15327	319	FALSE	NA	2103	114	0.357366771159875	629	41	0.128526645768025	0.831634250721965	3.11902225705329e-05	4.69139247648903e-05	0.00208413584823944
ENSG00000148688	ENST00000413330	RPP30	P78346-2	322	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	7.86264472049689e-05	1.25389192546584e-05	0.0194738883072553
ENSG00000148690	ENST00000359204	FRA10AC1	Q70Z53	315	FALSE	NA	2124	99	0.314285714285714	519	23	0.073015873015873	1.05176860722181	0.00403586183174603	0.00151581410793651	0.00845239512961268
ENSG00000148700	ENST00000356080	ADD3	Q9UEY8	706	FALSE	NA	4662	238	0.337110481586402	1408	93	0.131728045325779	0.772901934192257	3.33883640226629e-05	1.18422535410765e-05	0.00399352202275915
ENSG00000148702	ENST00000351270	HABP2	Q14520	560	FALSE	NA	3751	272	0.485714285714286	1057	110	0.196428571428571	0.696793582317443	9.99710196428571e-05	0.00255627295535714	6.98359216919901e-05
ENSG00000148704	ENST00000369206	VAX1	Q5SQQ9	334	FALSE	NA	2111	56	0.167664670658683	800	37	0.110778443113772	0.573572151023596	NA	NA	NA
ENSG00000148734	ENST00000277942	NPFFR1	Q9GZQ6	430	FALSE	NA	2800	140	0.325581395348837	975	81	0.188372093023256	0.601851851851852	0.000291034755813953	0.000739326593023256	0.000915461475223213
ENSG00000148735	ENST00000369310	PLEKHS1	Q5SXH7-5	465	TRUE	1	NA	NA	NA	NA	NA	NA	NA	0.000477352064516129	0.00124684766451613	0.000823327186487503
ENSG00000148795	ENST00000369887	CYP17A1	P05093	508	FALSE	NA	3376	156	0.307086614173228	1043	84	0.165354330708661	0.573755924170616	1.03301299212598e-05	0.00162206949015748	1.25363935042195e-05
ENSG00000148832	ENST00000278060	PAOX	Q6QHF9-2	511	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	0.000112183590998043	0.00173174179452055	0.000126772571274247
ENSG00000148835	ENST00000369839	TAF5	Q15542	800	FALSE	NA	5199	156	0.195	1678	113	0.14125	0.445572412666153	NA	NA	NA
ENSG00000148840	ENST00000278070	PPRC1	Q5VV67	1664	FALSE	NA	10606	612	0.367788461538462	3838	258	0.155048076923077	0.858390818711655	NA	NA	NA
ENSG00000148848	ENST00000368679	ADAM12	O43184	909	FALSE	NA	5979	315	0.346534653465347	1894	174	0.191419141914191	0.573472671591951	0.000703715586358636	0.000911480078107811	0.000849348855827736
ENSG00000148908	ENST00000369103	RGS10	O43665-3	181	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	1.17413922651934e-05	0.000286263988950276	0.000226607512750051
ENSG00000148925	ENST00000530907	BTBD10	Q9BSF8-2	483	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	1.41542629399586e-05	0.000888509695652174	3.29820736438055e-05
ENSG00000148935	ENST00000454584	GAS2	O43903	313	FALSE	NA	2055	96	0.306709265175719	625	44	0.140575079872204	0.6635700066357	2.96042396166134e-05	0.00199929463897764	4.7307802138265e-05
ENSG00000148942	ENST00000396005	SLC5A12	Q1EHB4	618	FALSE	NA	4007	190	0.307443365695793	1317	94	0.15210355987055	0.664342719390004	NA	NA	NA
ENSG00000148943	ENST00000278193	LIN7C	Q792I0	197	FALSE	NA	1277	53	0.269035532994924	410	33	0.16751269035533	0.515649842196436	9.28170558375635e-06	1.8395116751269e-05	0.00256129153228051
ENSG00000148948	ENST00000278198	LRRC4C	Q9HCJ2	640	FALSE	NA	4243	128	0.2	1329	107	0.1671875	0.374695209922445	1.50833375e-05	0.000686788265625	3.43158379712597e-05
ENSG00000149021	ENST00000278282	SCGB1A1	P11684	91	TRUE	1	608	34	0.373626373626374	184	18	0.197802197802198	0.571637426900585	8.3273956043956e-06	5.10444175824176e-05	0.00179274925918767
ENSG00000149054	ENST00000278319	ZNF215	Q9UL58	517	FALSE	NA	3488	238	0.460348162475822	923	73	0.141199226305609	0.862738783461103	NA	NA	NA
ENSG00000149091	ENST00000454345	DGKZ	Q13574	1117	FALSE	NA	7239	349	0.312444046553268	2460	215	0.192479856759176	0.551624437398202	0.000316195233661594	2.21320393912265e-05	0.0127902994213614
ENSG00000149100	ENST00000531120	EIF3M	Q7L2H7	374	FALSE	NA	2499	83	0.22192513368984	710	35	0.0935828877005348	0.673755216372263	7.61973529411765e-06	1.62539197860963e-05	0.00125345910704512
ENSG00000149136	ENST00000278412	SSRP1	Q08945	709	FALSE	NA	4750	119	0.167842031029619	1341	110	0.155148095909732	0.305414354066986	1.10716544428773e-05	0.000343595823695346	4.54483803596678e-05
ENSG00000149182	ENST00000524782	ARFGAP2	Q8N6H7	521	FALSE	NA	3443	200	0.383877159309021	1069	86	0.165067178502879	0.72205823747543	0.00065988894049904	0.00193026594817658	0.000656169405509912
ENSG00000149201	ENST00000445632	CCDC81	Q6ZN84	652	FALSE	NA	4341	216	0.331288343558282	1228	79	0.121165644171779	0.773455337538163	0.000294683950920245	0.00159269700920245	0.000283776039803077
ENSG00000149212	ENST00000536441	SESN3	P58005	492	FALSE	NA	3274	97	0.197154471544715	953	55	0.111788617886179	0.513361470539235	NA	NA	NA
ENSG00000149218	ENST00000278505	ENDOD1	O94919	500	FALSE	NA	3272	183	0.366	1065	73	0.146	0.815951870583113	0.000716796802	1.2303842e-05	0.116515930877526
ENSG00000149231	ENST00000278520	CCDC82	Q8N4S0	544	FALSE	NA	3691	199	0.365808823529412	920	61	0.112132352941176	0.813143179466225	0.000439523799632353	3.55716985294118e-05	0.02271322974417
ENSG00000149243	ENST00000539798	KLHL35	Q6PF15	583	FALSE	NA	3738	187	0.320754716981132	1371	85	0.145797598627787	0.806902086677368	3.64600428816467e-05	0.00116052154030875	5.38884155642441e-05
ENSG00000149262	ENST00000534064	INTS4	Q96HW7	963	FALSE	NA	6321	272	0.282450674974039	1970	130	0.134994807892004	0.652087668698964	1.80120456905504e-05	0.000531268910695743	3.52064593160486e-05
ENSG00000149269	ENST00000278568	PAK1	Q13153-2	553	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.44312477396022e-06	3.95704972875226e-05	0.000111647501367428
ENSG00000149273	ENST00000278572	RPS3	P23396-2	259	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	2.90192857142857e-05	2.68703552123552e-05	0.00416978388640403
ENSG00000149305	ENST00000260191	HTR3B	O95264	441	FALSE	NA	2912	162	0.36734693877551	897	66	0.149659863945578	0.756087662337662	0.000918280657596372	0.000171740437641723	0.0121245123946191
ENSG00000149308	ENST00000278612	NPAT	Q14207	1427	FALSE	NA	9388	492	0.344779257182901	2883	176	0.12333566923616	0.858467773172716	0.000597279665732306	1.30925108619481e-05	0.0319691296972445
ENSG00000149313	ENST00000278618	AASDHPPT	Q9NRN7	309	FALSE	NA	2062	94	0.3042071197411	591	42	0.135922330097087	0.641471525564639	1.13823106796117e-05	1.84453203883495e-05	0.00199703535186158
ENSG00000149346	ENST00000334534	SLX4IP	Q5VYV7	408	FALSE	NA	2685	143	0.350490196078431	805	58	0.142156862745098	0.739196044435883	0.00050393875	1.85508946078431e-05	0.0665813709370023
ENSG00000149380	ENST00000427714	P4HA3	Q7Z4N8-3	604	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	0.000326884097682119	1.37640993377483e-05	0.039319596868776
ENSG00000149403	ENST00000527524	GRIK4	Q16099	956	FALSE	NA	6296	297	0.310669456066946	2002	182	0.190376569037657	0.518900889453621	3.58718566945607e-05	0.00219616589539749	1.70856230532725e-05
ENSG00000149418	ENST00000278742	ST14	Q9Y5Y6	855	FALSE	NA	5667	334	0.390643274853801	1748	189	0.221052631578947	0.545095853371837	0.000177712742690058	0.00105636131695906	0.000196761427841132
ENSG00000149451	ENST00000356518	ADAM33	Q9BZ11	813	FALSE	NA	5287	303	0.372693726937269	1792	127	0.156211562115621	0.808663055570862	0.00050331410701107	0.000543908067650676	0.00113821172964591
ENSG00000149474	ENST00000435364	CSRP2BP	Q9H8E8	782	FALSE	NA	5146	286	0.365728900255754	1563	143	0.182864450127877	0.607462106490478	0.00132000087723785	0.00188646388746803	0.000894785568196085
ENSG00000149476	ENST00000394900	DAK	Q3LXA3	575	FALSE	NA	3659	262	0.455652173913043	1384	110	0.191304347826087	0.900911823896246	NA	NA	NA
ENSG00000149480	ENST00000278823	MTA2	O94776	668	FALSE	NA	4334	154	0.230538922155689	1434	120	0.179640718562874	0.424619289340102	NA	NA	NA
ENSG00000149483	ENST00000278826	TMEM138	Q9NPI0	162	FALSE	NA	1081	45	0.277777777777778	326	29	0.179012345679012	0.467957510606399	NA	NA	NA
ENSG00000149488	ENST00000358864	TMC2	Q8TDI7	906	FALSE	NA	5977	338	0.373068432671082	1844	129	0.142384105960265	0.808359694072757	NA	NA	NA
ENSG00000149489	ENST00000278833	ROM1	Q03395	351	FALSE	NA	2206	158	0.45014245014245	854	73	0.207977207977208	0.837889193854867	0.00284480377207977	0.000784439105413105	0.0103320372423824
ENSG00000149503	ENST00000394818	INCENP	Q9NQS7	918	FALSE	NA	5983	379	0.412854030501089	1933	185	0.201525054466231	0.661881637612876	0.000831555417211329	0.00217294584749455	0.000416869011649024
ENSG00000149507	ENST00000278855	PLAC1L	Q86WS3	158	FALSE	NA	1042	59	0.373417721518987	317	24	0.151898734177215	0.747880678182981	0.000191811727848101	3.80564556962025e-06	0.318999301251474
ENSG00000149516	ENST00000278865	MS4A3	Q96HJ5	214	TRUE	9	1385	82	0.383177570093458	455	32	0.149532710280374	0.841832129963899	1.92824392523364e-05	0.00135951194859813	6.62773552025353e-05
ENSG00000149541	ENST00000265471	B3GAT3	O94766	335	FALSE	NA	2115	133	0.397014925373134	801	69	0.205970149253731	0.730003083564601	2.18835402985075e-05	2.87459850746269e-05	0.00227245650902137
ENSG00000149564	ENST00000278927	ESAM	Q96AP7	390	FALSE	NA	2479	178	0.456410256410256	921	78	0.2	0.847829459769758	0.000217498566666667	3.10457461538462e-05	0.0179634475433454
ENSG00000149571	ENST00000525144	KIRREL3	Q8IZU9	778	FALSE	NA	5083	252	0.323907455012853	1673	163	0.209511568123393	0.508848815189329	5.47649267352185e-05	0.00107342249871465	6.55771019910129e-05
ENSG00000149573	ENST00000278937	MPZL2	O60487	215	FALSE	NA	1411	102	0.474418604651163	454	33	0.153488372093023	0.994523548740416	3.84248744186047e-05	8.34129813953488e-05	0.00214259630987138
ENSG00000149575	ENST00000278947	SCN2B	O60939	215	FALSE	NA	1437	90	0.418604651162791	434	41	0.190697674418605	0.662966546158155	1.33687302325581e-05	5.55459069767442e-06	0.0111943694865911
ENSG00000149577	ENST00000324225	SIDT2	Q8NBJ9	832	FALSE	NA	5485	256	0.307692307692308	1746	196	0.235576923076923	0.415768422227597	NA	NA	NA
ENSG00000149633	ENST00000279024	KIAA1755	Q5JYT7	1200	FALSE	NA	7740	484	0.403333333333333	2661	222	0.185	0.749542565821636	0.0009640036675	0.00109129434916667	0.000736131723028509
ENSG00000149634	ENST00000372519	SPATA25	Q9BR10	227	FALSE	NA	1462	96	0.422907488986784	518	36	0.158590308370044	0.944824441404469	0.000323726594713656	2.68494801762115e-05	0.0531149332276355
